"location_key","city","state","country","region","market"
Samarinda-Kalimantan Timur-Indonesia,Samarinda,Kalimantan Timur,Indonesia,Southeast Asia,APAC
Bristol-England-United Kingdom,Bristol,England,United Kingdom,North,EU
Helsinki-Uusimaa-Finland,Helsinki,Uusimaa,Finland,North,EU
Des Moines-Iowa-United States,Des Moines,Iowa,United States,Central,US
Northampton-England-United Kingdom,Northampton,England,United Kingdom,North,EU
Torbali-Izmir-Turkey,Torbali,Izmir,Turkey,EMEA,EMEA
Guarenas-Miranda-Venezuela,Guarenas,Miranda,Venezuela,South,LATAM
Palmerston-Northern Territory-Australia,Palmerston,Northern Territory,Australia,Oceania,APAC
Poza Rica de Hidalgo-Veracruz-Mexico,Poza Rica de Hidalgo,Veracruz,Mexico,North,LATAM
Piotrkow Trybunalski-Lodz-Poland,Piotrkow Trybunalski,Lodz,Poland,EMEA,EMEA
Cartagena-Murcia-Spain,Cartagena,Murcia,Spain,South,EU
Varna-Varna-Bulgaria,Varna,Varna,Bulgaria,EMEA,EMEA
Grand Island-Nebraska-United States,Grand Island,Nebraska,United States,Central,US
Villeneuve-le-Roi-Ile-de-France-France,Villeneuve-le-Roi,Ile-de-France,France,Central,EU
Midland-Michigan-United States,Midland,Michigan,United States,Central,US
Simões Filho-Bahia-Brazil,Simões Filho,Bahia,Brazil,South,LATAM
San Rafael-Mendoza-Argentina,San Rafael,Mendoza,Argentina,South,LATAM
Qarshi-Qashqadaryo-Uzbekistan,Qarshi,Qashqadaryo,Uzbekistan,EMEA,EMEA
Nuremberg-Bavaria-Germany,Nuremberg,Bavaria,Germany,Central,EU
Indaiatuba-São Paulo-Brazil,Indaiatuba,São Paulo,Brazil,South,LATAM
Handa-Aichi-Japan,Handa,Aichi,Japan,North Asia,APAC
Durgapur-Maharashtra-India,Durgapur,Maharashtra,India,Central Asia,APAC
Benevento-Campania-Italy,Benevento,Campania,Italy,South,EU
Tlemcen-Tlemcen-Algeria,Tlemcen,Tlemcen,Algeria,Africa,Africa
Saint-Louis-Saint-Louis-Senegal,Saint-Louis,Saint-Louis,Senegal,Africa,Africa
Itu-São Paulo-Brazil,Itu,São Paulo,Brazil,South,LATAM
Ad Diwem-White Nile-Sudan,Ad Diwem,White Nile,Sudan,Africa,Africa
Graz-Styria-Austria,Graz,Styria,Austria,Central,EU
Marignane-Provence-Alpes-Côte d'Azur-France,Marignane,Provence-Alpes-Côte d'Azur,France,Central,EU
Linares-Nuevo León-Mexico,Linares,Nuevo León,Mexico,North,LATAM
Miramas-Provence-Alpes-Côte d'Azur-France,Miramas,Provence-Alpes-Côte d'Azur,France,Central,EU
Akhisar-Manisa-Turkey,Akhisar,Manisa,Turkey,EMEA,EMEA
Calabar-Cross River-Nigeria,Calabar,Cross River,Nigeria,Africa,Africa
Cruzeiro-São Paulo-Brazil,Cruzeiro,São Paulo,Brazil,South,LATAM
Burlington-Ontario-Canada,Burlington,Ontario,Canada,Canada,Canada
Sorocaba-São Paulo-Brazil,Sorocaba,São Paulo,Brazil,South,LATAM
Koshigaya-Saitama-Japan,Koshigaya,Saitama,Japan,North Asia,APAC
Liaoyang-Liaoning-China,Liaoyang,Liaoning,China,North Asia,APAC
Bilbao-Basque Country-Spain,Bilbao,Basque Country,Spain,South,EU
Jupiter-Florida-United States,Jupiter,Florida,United States,South,US
Aewŏl-li-Jeju-South Korea,Aewŏl-li,Jeju,South Korea,North Asia,APAC
Crotone-Calabria-Italy,Crotone,Calabria,Italy,South,EU
Vignola-Emilia-Romagna-Italy,Vignola,Emilia-Romagna,Italy,South,EU
Mardan-Khyber Pakhtunkhwa-Pakistan,Mardan,Khyber Pakhtunkhwa,Pakistan,Central Asia,APAC
Pozzuoli-Campania-Italy,Pozzuoli,Campania,Italy,South,EU
Geneva-Geneva-Switzerland,Geneva,Geneva,Switzerland,Central,EU
Almelo-Overijssel-Netherlands,Almelo,Overijssel,Netherlands,Central,EU
Grand Rapids-Michigan-United States,Grand Rapids,Michigan,United States,Central,US
Pleven-Pleven-Bulgaria,Pleven,Pleven,Bulgaria,EMEA,EMEA
Brest-Brest-Belarus,Brest,Brest,Belarus,EMEA,EMEA
Lewiston-Maine-United States,Lewiston,Maine,United States,East,US
Charlottesville-Virginia-United States,Charlottesville,Virginia,United States,South,US
Guildford-England-United Kingdom,Guildford,England,United Kingdom,North,EU
Bethlehem-Pennsylvania-United States,Bethlehem,Pennsylvania,United States,East,US
Arica-Arica y Parinacota-Chile,Arica,Arica y Parinacota,Chile,South,LATAM
Manila-National Capital-Philippines,Manila,National Capital,Philippines,Southeast Asia,APAC
Saint-Michel-sur-Orge-Ile-de-France-France,Saint-Michel-sur-Orge,Ile-de-France,France,Central,EU
Manhattan-Kansas-United States,Manhattan,Kansas,United States,Central,US
Arusha-Arusha-Tanzania,Arusha,Arusha,Tanzania,Africa,Africa
Bonneuil-sur-Marne-Ile-de-France-France,Bonneuil-sur-Marne,Ile-de-France,France,Central,EU
Hilversum-North Holland-Netherlands,Hilversum,North Holland,Netherlands,Central,EU
Rybinsk-Yaroslavl'-Russia,Rybinsk,Yaroslavl',Russia,EMEA,EMEA
Yangzhou-Jiangsu-China,Yangzhou,Jiangsu,China,North Asia,APAC
Lakewood-New Jersey-United States,Lakewood,New Jersey,United States,East,US
Overland Park-Kansas-United States,Overland Park,Kansas,United States,Central,US
Trenton-Michigan-United States,Trenton,Michigan,United States,Central,US
Longview-Washington-United States,Longview,Washington,United States,West,US
Westfield-New Jersey-United States,Westfield,New Jersey,United States,East,US
Bagamoyo-Pwani-Tanzania,Bagamoyo,Pwani,Tanzania,Africa,Africa
Plano-Texas-United States,Plano,Texas,United States,Central,US
Siirt-Siirt-Turkey,Siirt,Siirt,Turkey,EMEA,EMEA
Chicago-Illinois-United States,Chicago,Illinois,United States,Central,US
Glenview-Illinois-United States,Glenview,Illinois,United States,Central,US
Algiers-Alger-Algeria,Algiers,Alger,Algeria,Africa,Africa
Hialeah-Florida-United States,Hialeah,Florida,United States,South,US
Aurora-Illinois-United States,Aurora,Illinois,United States,Central,US
Lattes-Languedoc-Roussillon-France,Lattes,Languedoc-Roussillon,France,Central,EU
Kalisz-Greater Poland-Poland,Kalisz,Greater Poland,Poland,EMEA,EMEA
Upper Hutt-Wellington-New Zealand,Upper Hutt,Wellington,New Zealand,Oceania,APAC
Murray-Utah-United States,Murray,Utah,United States,West,US
Poznan-Greater Poland-Poland,Poznan,Greater Poland,Poland,EMEA,EMEA
Tripoli-North Lebanon-Lebanon,Tripoli,North Lebanon,Lebanon,EMEA,EMEA
Antsiranana-Diana-Madagascar,Antsiranana,Diana,Madagascar,Africa,Africa
Papakura-Auckland-New Zealand,Papakura,Auckland,New Zealand,Oceania,APAC
Krefeld-North Rhine-Westphalia-Germany,Krefeld,North Rhine-Westphalia,Germany,Central,EU
Osorno-Los Lagos-Chile,Osorno,Los Lagos,Chile,South,LATAM
West Bromwich-England-United Kingdom,West Bromwich,England,United Kingdom,North,EU
Laghouat-Laghouat-Algeria,Laghouat,Laghouat,Algeria,Africa,Africa
El Ejido-Andalusía-Spain,El Ejido,Andalusía,Spain,South,EU
Guidonia Montecelio-Lazio-Italy,Guidonia Montecelio,Lazio,Italy,South,EU
Stuttgart-Baden-Württemberg-Germany,Stuttgart,Baden-Württemberg,Germany,Central,EU
Kasugai-Aichi-Japan,Kasugai,Aichi,Japan,North Asia,APAC
Antwerp-Antwerp-Belgium,Antwerp,Antwerp,Belgium,Central,EU
Donets'k-Donetsk-Ukraine,Donets'k,Donetsk,Ukraine,EMEA,EMEA
Deltona-Florida-United States,Deltona,Florida,United States,South,US
St. Gallen-St. Gallen-Switzerland,St. Gallen,St. Gallen,Switzerland,Central,EU
Praia Grande-São Paulo-Brazil,Praia Grande,São Paulo,Brazil,South,LATAM
Sarreguemines-Lorraine-France,Sarreguemines,Lorraine,France,Central,EU
Puteaux-Ile-de-France-France,Puteaux,Ile-de-France,France,Central,EU
Saint-Denis-Ile-de-France-France,Saint-Denis,Ile-de-France,France,Central,EU
Toledo-Parana-Brazil,Toledo,Parana,Brazil,South,LATAM
East Point-Georgia-United States,East Point,Georgia,United States,South,US
Dresden-Saxony-Germany,Dresden,Saxony,Germany,Central,EU
Villejuif-Ile-de-France-France,Villejuif,Ile-de-France,France,Central,EU
Concord-North Carolina-United States,Concord,North Carolina,United States,South,US
Dniprodzerzhyns'k-Dnipropetrovs'k-Ukraine,Dniprodzerzhyns'k,Dnipropetrovs'k,Ukraine,EMEA,EMEA
Zaoyang-Hubei-China,Zaoyang,Hubei,China,North Asia,APAC
Frontera-Tabasco-Mexico,Frontera,Tabasco,Mexico,North,LATAM
Bialystok-Podlaskie-Poland,Bialystok,Podlaskie,Poland,EMEA,EMEA
Stara Zagora-Stara Zagora-Bulgaria,Stara Zagora,Stara Zagora,Bulgaria,EMEA,EMEA
Akure-Ondo-Nigeria,Akure,Ondo,Nigeria,Africa,Africa
Port Arthur-Texas-United States,Port Arthur,Texas,United States,Central,US
Cestas-Aquitaine-France,Cestas,Aquitaine,France,Central,EU
Chengjiang-Jiangsu-China,Chengjiang,Jiangsu,China,North Asia,APAC
Jerez de la Frontera-Andalusía-Spain,Jerez de la Frontera,Andalusía,Spain,South,EU
Penglai-Shandong-China,Penglai,Shandong,China,North Asia,APAC
Bhatpara-West Bengal-India,Bhatpara,West Bengal,India,Central Asia,APAC
Puente Alto-Santiago-Chile,Puente Alto,Santiago,Chile,South,LATAM
Beaumont-Texas-United States,Beaumont,Texas,United States,Central,US
Geraldton-Western Australia-Australia,Geraldton,Western Australia,Australia,Oceania,APAC
Oshawa-Ontario-Canada,Oshawa,Ontario,Canada,Canada,Canada
Valenzuela-National Capital-Philippines,Valenzuela,National Capital,Philippines,Southeast Asia,APAC
Bristol-Tennessee-United States,Bristol,Tennessee,United States,South,US
Linz-Upper Austria-Austria,Linz,Upper Austria,Austria,EMEA,EMEA
Chorzow-Silesia-Poland,Chorzow,Silesia,Poland,EMEA,EMEA
Landerneau-Brittany-France,Landerneau,Brittany,France,Central,EU
Asti-Piedmont-Italy,Asti,Piedmont,Italy,South,EU
Sakaka-Al Jawf-Saudi Arabia,Sakaka,Al Jawf,Saudi Arabia,EMEA,EMEA
Lora del Río-Andalusía-Spain,Lora del Río,Andalusía,Spain,South,EU
Abadan-Khuzestan-Iran,Abadan,Khuzestan,Iran,EMEA,EMEA
Erfurt-Thuringia-Germany,Erfurt,Thuringia,Germany,Central,EU
Hamilton-Ohio-United States,Hamilton,Ohio,United States,East,US
Chaoyang-Liaoning-China,Chaoyang,Liaoning,China,North Asia,APAC
Benguela-Benguela-Angola,Benguela,Benguela,Angola,Africa,Africa
Provo-Utah-United States,Provo,Utah,United States,West,US
Bata-Litoral-Equatorial Guinea,Bata,Litoral,Equatorial Guinea,Africa,Africa
Salzburg-Salzburg-Austria,Salzburg,Salzburg,Austria,EMEA,EMEA
Tunis-Tunis-Tunisia,Tunis,Tunis,Tunisia,Africa,Africa
Oldham-England-United Kingdom,Oldham,England,United Kingdom,North,EU
Heyuan-Guangdong-China,Heyuan,Guangdong,China,North Asia,APAC
Guacara-Carabobo-Venezuela,Guacara,Carabobo,Venezuela,South,LATAM
Friedberg-Hesse-Germany,Friedberg,Hesse,Germany,Central,EU
Bourgoin-Jallieu-Rhône-Alpes-France,Bourgoin-Jallieu,Rhône-Alpes,France,Central,EU
Sikasso-Sikasso-Mali,Sikasso,Sikasso,Mali,Africa,Africa
Quartu Sant'Elena-Sardinia-Italy,Quartu Sant'Elena,Sardinia,Italy,South,EU
Taizhou-Jiangsu-China,Taizhou,Jiangsu,China,North Asia,APAC
Quilmes-Provincia de Buenos Aires-Argentina,Quilmes,Provincia de Buenos Aires,Argentina,South,LATAM
Lo Prado-Santiago-Chile,Lo Prado,Santiago,Chile,South,LATAM
Lorena-São Paulo-Brazil,Lorena,São Paulo,Brazil,South,LATAM
Zilina-Žilina-Slovakia,Zilina,Žilina,Slovakia,EMEA,EMEA
San Clemente-California-United States,San Clemente,California,United States,West,US
Nagaoka-Shizuoka-Japan,Nagaoka,Shizuoka,Japan,North Asia,APAC
Masjed Soleyman-Khuzestan-Iran,Masjed Soleyman,Khuzestan,Iran,EMEA,EMEA
Limeira-São Paulo-Brazil,Limeira,São Paulo,Brazil,South,LATAM
Sapele-Delta-Nigeria,Sapele,Delta,Nigeria,Africa,Africa
Aksaray-Aksaray-Turkey,Aksaray,Aksaray,Turkey,EMEA,EMEA
Cubuk-Ankara-Turkey,Cubuk,Ankara,Turkey,EMEA,EMEA
Pau-Aquitaine-France,Pau,Aquitaine,France,Central,EU
Ternopil'-Ternopil'-Ukraine,Ternopil',Ternopil',Ukraine,EMEA,EMEA
Dubuque-Iowa-United States,Dubuque,Iowa,United States,Central,US
Treviglio-Lombardy-Italy,Treviglio,Lombardy,Italy,South,EU
Rock Hill-South Carolina-United States,Rock Hill,South Carolina,United States,South,US
Santa Marta-Magdalena-Colombia,Santa Marta,Magdalena,Colombia,South,LATAM
Grove City-Ohio-United States,Grove City,Ohio,United States,East,US
Garden City-Kansas-United States,Garden City,Kansas,United States,Central,US
Ivanovo-Ivanovo-Russia,Ivanovo,Ivanovo,Russia,EMEA,EMEA
Shantou-Guangdong-China,Shantou,Guangdong,China,North Asia,APAC
Cajazeiras-Paraíba-Brazil,Cajazeiras,Paraíba,Brazil,South,LATAM
Kisangani-Orientale-Democratic Republic of the Congo,Kisangani,Orientale,Democratic Republic of the Congo,Africa,Africa
Nanterre-Ile-de-France-France,Nanterre,Ile-de-France,France,Central,EU
Grigny-Ile-de-France-France,Grigny,Ile-de-France,France,Central,EU
Bento Gonçalves-Rio Grande do Sul-Brazil,Bento Gonçalves,Rio Grande do Sul,Brazil,South,LATAM
Chioggia-Veneto-Italy,Chioggia,Veneto,Italy,South,EU
Calgary-Alberta-Canada,Calgary,Alberta,Canada,Canada,Canada
Kastamonu-Kastamonu-Turkey,Kastamonu,Kastamonu,Turkey,EMEA,EMEA
Mauá-São Paulo-Brazil,Mauá,São Paulo,Brazil,South,LATAM
Salina Cruz-Oaxaca-Mexico,Salina Cruz,Oaxaca,Mexico,North,LATAM
Katsina-Katsina-Nigeria,Katsina,Katsina,Nigeria,Africa,Africa
Manresa-Catalonia-Spain,Manresa,Catalonia,Spain,South,EU
Kirkwood-Missouri-United States,Kirkwood,Missouri,United States,Central,US
Kathmandu-Central-Nepal,Kathmandu,Central,Nepal,Central Asia,APAC
Rubí-Catalonia-Spain,Rubí,Catalonia,Spain,South,EU
Covington-Washington-United States,Covington,Washington,United States,West,US
Senhor do Bonfim-Bahia-Brazil,Senhor do Bonfim,Bahia,Brazil,South,LATAM
Durango-Durango-Mexico,Durango,Durango,Mexico,North,LATAM
Dumai-Riau-Indonesia,Dumai,Riau,Indonesia,Southeast Asia,APAC
Thanjavur-Tamil Nadu-India,Thanjavur,Tamil Nadu,India,Central Asia,APAC
Contramaestre-Santiago de Cuba-Cuba,Contramaestre,Santiago de Cuba,Cuba,Caribbean,LATAM
Vence-Provence-Alpes-Côte d'Azur-France,Vence,Provence-Alpes-Côte d'Azur,France,Central,EU
Nottingham-England-United Kingdom,Nottingham,England,United Kingdom,North,EU
Carlsbad-New Mexico-United States,Carlsbad,New Mexico,United States,West,US
Las Cruces-New Mexico-United States,Las Cruces,New Mexico,United States,West,US
Vryburg-North-West-South Africa,Vryburg,North-West,South Africa,Africa,Africa
Diadema-São Paulo-Brazil,Diadema,São Paulo,Brazil,South,LATAM
Zhaoqing-Guangdong-China,Zhaoqing,Guangdong,China,North Asia,APAC
Pietermaritzburg-Kwazulu-natal-South Africa,Pietermaritzburg,Kwazulu-natal,South Africa,Africa,Africa
Vereeniging-Gauteng-South Africa,Vereeniging,Gauteng,South Africa,Africa,Africa
Tianguá-Ceará-Brazil,Tianguá,Ceará,Brazil,South,LATAM
Rotherham-England-United Kingdom,Rotherham,England,United Kingdom,North,EU
Delray Beach-Florida-United States,Delray Beach,Florida,United States,South,US
Danbury-Connecticut-United States,Danbury,Connecticut,United States,East,US
Yaounde-Centre-Cameroon,Yaounde,Centre,Cameroon,Africa,Africa
Peoria-Illinois-United States,Peoria,Illinois,United States,Central,US
Jinhua-Zhejiang-China,Jinhua,Zhejiang,China,North Asia,APAC
Kashan-Esfahan-Iran,Kashan,Esfahan,Iran,EMEA,EMEA
Longmont-Colorado-United States,Longmont,Colorado,United States,West,US
Usol'ye-Sibirskoye-Irkutsk-Russia,Usol'ye-Sibirskoye,Irkutsk,Russia,EMEA,EMEA
Fuengirola-Andalusía-Spain,Fuengirola,Andalusía,Spain,South,EU
Conroe-Texas-United States,Conroe,Texas,United States,Central,US
Reutlingen-Baden-Württemberg-Germany,Reutlingen,Baden-Württemberg,Germany,Central,EU
Chengdu-Sichuan-China,Chengdu,Sichuan,China,North Asia,APAC
Le Pré-Saint-Gervais-Ile-de-France-France,Le Pré-Saint-Gervais,Ile-de-France,France,Central,EU
Whittier-California-United States,Whittier,California,United States,West,US
Lins-São Paulo-Brazil,Lins,São Paulo,Brazil,South,LATAM
Bihar Sharif-Bihar-India,Bihar Sharif,Bihar,India,Central Asia,APAC
Florence-Alabama-United States,Florence,Alabama,United States,South,US
Cessnock-New South Wales-Australia,Cessnock,New South Wales,Australia,Oceania,APAC
Karliova-Bingol-Turkey,Karliova,Bingol,Turkey,EMEA,EMEA
Huntsville-Alabama-United States,Huntsville,Alabama,United States,South,US
Aurora-Colorado-United States,Aurora,Colorado,United States,West,US
Worms-Rhineland-Palatinate-Germany,Worms,Rhineland-Palatinate,Germany,Central,EU
Pensacola-Florida-United States,Pensacola,Florida,United States,South,US
Ashford-England-United Kingdom,Ashford,England,United Kingdom,North,EU
Ramat Aviv-Tel Aviv-Israel,Ramat Aviv,Tel Aviv,Israel,EMEA,EMEA
Santo Domingo de los Colorados-Pichincha-Ecuador,Santo Domingo de los Colorados,Pichincha,Ecuador,South,LATAM
Leverkusen-North Rhine-Westphalia-Germany,Leverkusen,North Rhine-Westphalia,Germany,Central,EU
Bhubaneswar-Odisha-India,Bhubaneswar,Odisha,India,Central Asia,APAC
Granada-Granada-Nicaragua,Granada,Granada,Nicaragua,Central,LATAM
Apopa-San Salvador-El Salvador,Apopa,San Salvador,El Salvador,Central,LATAM
São Miguel dos Campos-Alagoas-Brazil,São Miguel dos Campos,Alagoas,Brazil,South,LATAM
Christchurch-Canterbury-New Zealand,Christchurch,Canterbury,New Zealand,Oceania,APAC
Caluire-et-Cuire-Rhône-Alpes-France,Caluire-et-Cuire,Rhône-Alpes,France,Central,EU
Marsa Matruh-Matruh-Egypt,Marsa Matruh,Matruh,Egypt,Africa,Africa
Tegal-Jawa Tengah-Indonesia,Tegal,Jawa Tengah,Indonesia,Southeast Asia,APAC
Sabanalarga-Atlántico-Colombia,Sabanalarga,Atlántico,Colombia,South,LATAM
Mannheim-Baden-Württemberg-Germany,Mannheim,Baden-Württemberg,Germany,Central,EU
Pereira-Risaralda-Colombia,Pereira,Risaralda,Colombia,South,LATAM
Milford-Connecticut-United States,Milford,Connecticut,United States,East,US
Le Pontet-Provence-Alpes-Côte d'Azur-France,Le Pontet,Provence-Alpes-Côte d'Azur,France,Central,EU
Portage-Indiana-United States,Portage,Indiana,United States,Central,US
Jackson-Tennessee-United States,Jackson,Tennessee,United States,South,US
Suzhou-Gansu-China,Suzhou,Gansu,China,North Asia,APAC
Aswan-Aswan-Egypt,Aswan,Aswan,Egypt,Africa,Africa
Pitalito-Huila-Colombia,Pitalito,Huila,Colombia,South,LATAM
Franklin-Massachusetts-United States,Franklin,Massachusetts,United States,East,US
Maracay-Aragua-Venezuela,Maracay,Aragua,Venezuela,South,LATAM
Zenica-Federation of Bosnia and Herzegovina-Bosnia and Herzegovina,Zenica,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,EMEA,EMEA
Corbeil-Essonnes-Ile-de-France-France,Corbeil-Essonnes,Ile-de-France,France,Central,EU
Valle de La Pascua-Guárico-Venezuela,Valle de La Pascua,Guárico,Venezuela,South,LATAM
Peterborough-England-United Kingdom,Peterborough,England,United Kingdom,North,EU
Sangli-Maharashtra-India,Sangli,Maharashtra,India,Central Asia,APAC
Corlu-Tekirdag-Turkey,Corlu,Tekirdag,Turkey,EMEA,EMEA
Cavaillon-Provence-Alpes-Côte d'Azur-France,Cavaillon,Provence-Alpes-Côte d'Azur,France,Central,EU
Manzini-Manzini-Swaziland,Manzini,Manzini,Swaziland,Africa,Africa
Sidi Qacem-Gharb-Chrarda-Béni Hssen-Morocco,Sidi Qacem,Gharb-Chrarda-Béni Hssen,Morocco,Africa,Africa
Chico-California-United States,Chico,California,United States,West,US
Port Saint Lucie-Florida-United States,Port Saint Lucie,Florida,United States,South,US
Landskrona-Skåne-Sweden,Landskrona,Skåne,Sweden,North,EU
Tangshan-Hebei-China,Tangshan,Hebei,China,North Asia,APAC
Murray Bridge-South Australia-Australia,Murray Bridge,South Australia,Australia,Oceania,APAC
Minuf-Al Minufiyah-Egypt,Minuf,Al Minufiyah,Egypt,Africa,Africa
Rockhampton-Queensland-Australia,Rockhampton,Queensland,Australia,Oceania,APAC
Saint-Laurent-Quebec-Canada,Saint-Laurent,Quebec,Canada,Canada,Canada
Juliaca-Puno-Peru,Juliaca,Puno,Peru,South,LATAM
Tbilisi-Tbilisi-Georgia,Tbilisi,Tbilisi,Georgia,EMEA,EMEA
Rasht-Gilan-Iran,Rasht,Gilan,Iran,EMEA,EMEA
Colombes-Ile-de-France-France,Colombes,Ile-de-France,France,Central,EU
Rhondda-Wales-United Kingdom,Rhondda,Wales,United Kingdom,North,EU
Damanhur-Al Buhayrah-Egypt,Damanhur,Al Buhayrah,Egypt,Africa,Africa
Offenburg-Baden-Württemberg-Germany,Offenburg,Baden-Württemberg,Germany,Central,EU
San Nicolás de los Arroyos-Provincia de Buenos Aires-Argentina,San Nicolás de los Arroyos,Provincia de Buenos Aires,Argentina,South,LATAM
Faridabad-Haryana-India,Faridabad,Haryana,India,Central Asia,APAC
Bordeaux-Aquitaine-France,Bordeaux,Aquitaine,France,Central,EU
Villeparisis-Ile-de-France-France,Villeparisis,Ile-de-France,France,Central,EU
Neuilly-sur-Seine-Ile-de-France-France,Neuilly-sur-Seine,Ile-de-France,France,Central,EU
Zeist-Utrecht-Netherlands,Zeist,Utrecht,Netherlands,Central,EU
Jeddah-Makkah-Saudi Arabia,Jeddah,Makkah,Saudi Arabia,EMEA,EMEA
Dijon-Burgundy-France,Dijon,Burgundy,France,Central,EU
Athis-Mons-Ile-de-France-France,Athis-Mons,Ile-de-France,France,Central,EU
Esquina-Corrientes-Argentina,Esquina,Corrientes,Argentina,South,LATAM
Gladstone-Missouri-United States,Gladstone,Missouri,United States,Central,US
Juba-Central Equatoria-South Sudan,Juba,Central Equatoria,South Sudan,Africa,Africa
Kiel-Schleswig-Holstein-Germany,Kiel,Schleswig-Holstein,Germany,Central,EU
